,commit ID,author name,committer name,message,URL,commit date,message_preprocessed
4,C_kwDOAZ7xs9oAKDJmYmUxMjRlNjhjMDQwOTA0ZTk5MGMyMzA4M2E2M2UxNjNhMzA4NWQ,HinataKah0,GitHub,"http: add highWaterMark opt in http.createServer

Add highWaterMark option when creating a new HTTP server.
This option will override the default (readable|writable)
highWaterMark values on sockets created.

Fixes: https://github.com/nodejs/node/issues/46606
PR-URL: https://github.com/nodejs/node/pull/47405
Reviewed-By: Robert Nagy <ronagy@icloud.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Debadree Chatterjee <debadree333@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/2fbe124e68c040904e990c23083a63e163a3085d,2023-04-24,"This option will override the default (readable|writable)
highWaterMark values on sockets created"
4,C_kwDOAZ7xs9oAKDJmYmUxMjRlNjhjMDQwOTA0ZTk5MGMyMzA4M2E2M2UxNjNhMzA4NWQ,HinataKah0,GitHub,"http: add highWaterMark opt in http.createServer

Add highWaterMark option when creating a new HTTP server.
This option will override the default (readable|writable)
highWaterMark values on sockets created.

Fixes: https://github.com/nodejs/node/issues/46606
PR-URL: https://github.com/nodejs/node/pull/47405
Reviewed-By: Robert Nagy <ronagy@icloud.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Debadree Chatterjee <debadree333@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/2fbe124e68c040904e990c23083a63e163a3085d,2023-04-24,"Fixes: PR-URL: Reviewed-By: Robert Nagy <ronagy@icloud.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Debadree Chatterjee <debadree333@gmail.com>"
5,C_kwDOAZ7xs9oAKDlkYmIxNjIzZmZkNmUwNmI1ZGYwYzc0YmVhZjNmNGVlMGExN2M4ZTU,Antoine du Hamel,Antoine du Hamel,"lib: add trailing commas to all public core modules

PR-URL: https://github.com/nodejs/node/pull/46848
Reviewed-By: Debadree Chatterjee <debadree333@gmail.com>
Reviewed-By: Moshe Atlow <moshe@atlow.co.il>
Reviewed-By: Anatoli Papirovski <apapirovski@mac.com>
Reviewed-By: Benjamin Gruenbaum <benjamingr@gmail.com>
Reviewed-By: Rafael Gonzaga <rafael.nunu@hotmail.com>
Reviewed-By: Jiawen Geng <technicalcute@gmail.com>
Reviewed-By: Trivikram Kamat <trivikr.dev@gmail.com>
Reviewed-By: Yongsheng Zhang <zyszys98@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/9dbb1623ffd6e06b5df0c74beaf3f4ee0a17c8e5,2023-02-12,lib: add trailing commas to all public core modules
5,C_kwDOAZ7xs9oAKDlkYmIxNjIzZmZkNmUwNmI1ZGYwYzc0YmVhZjNmNGVlMGExN2M4ZTU,Antoine du Hamel,Antoine du Hamel,"lib: add trailing commas to all public core modules

PR-URL: https://github.com/nodejs/node/pull/46848
Reviewed-By: Debadree Chatterjee <debadree333@gmail.com>
Reviewed-By: Moshe Atlow <moshe@atlow.co.il>
Reviewed-By: Anatoli Papirovski <apapirovski@mac.com>
Reviewed-By: Benjamin Gruenbaum <benjamingr@gmail.com>
Reviewed-By: Rafael Gonzaga <rafael.nunu@hotmail.com>
Reviewed-By: Jiawen Geng <technicalcute@gmail.com>
Reviewed-By: Trivikram Kamat <trivikr.dev@gmail.com>
Reviewed-By: Yongsheng Zhang <zyszys98@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/9dbb1623ffd6e06b5df0c74beaf3f4ee0a17c8e5,2023-02-12,"PR-URL: Reviewed-By: Debadree Chatterjee <debadree333@gmail.com>
Reviewed-By: Moshe Atlow <moshe@atlow.co.il>
Reviewed-By: Anatoli Papirovski <apapirovski@mac.com>
Reviewed-By: Benjamin Gruenbaum <benjamingr@gmail.com>
Reviewed-By: Rafael Gonzaga <rafael.nunu@hotmail.com>
Reviewed-By: Jiawen Geng <technicalcute@gmail.com>
Reviewed-By: Trivikram Kamat <trivikr.dev@gmail.com>
Reviewed-By: Yongsheng Zhang <zyszys98@gmail.com>"
6,C_kwDOAZ7xs9oAKDQwODBiYWRhMWEwOTRiNTdlYTA5M2FjNGQwNjNjNWI3ZjlmMDA1M2U,Marco Ippolito,GitHub,"http: join authorization headers

PR-URL: https://github.com/nodejs/node/pull/45982
Fixes: https://github.com/nodejs/node/issues/45699
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>",https://api.github.com/repos/nodejs/node/git/commits/4080bada1a094b57ea093ac4d063c5b7f9f0053e,2023-01-03,join authorization headers
6,C_kwDOAZ7xs9oAKDQwODBiYWRhMWEwOTRiNTdlYTA5M2FjNGQwNjNjNWI3ZjlmMDA1M2U,Marco Ippolito,GitHub,"http: join authorization headers

PR-URL: https://github.com/nodejs/node/pull/45982
Fixes: https://github.com/nodejs/node/issues/45699
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>",https://api.github.com/repos/nodejs/node/git/commits/4080bada1a094b57ea093ac4d063c5b7f9f0053e,2023-01-03,"PR-URL: Fixes: Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>"
7,C_kwDOAZ7xs9oAKGVkMzYwNGNkNjQ3NjVjYjZkZmIwYjcxNjBjZTFiODI5NjY2ZDMxOTQ,wwwzbwcom,Paolo Insogna,"http: server check Host header, to meet RFC 7230 5.4 requirement

PR-URL: https://github.com/nodejs/node/pull/45597
Fixes: https://github.com/nodejs/node/issues/39033
Co-authored-by: Luigi Pinca <luigipinca@gmail.com>
Co-authored-by: mscdex <mscdex@users.noreply.github.com>
Reviewed-By: Robert Nagy <ronagy@icloud.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/ed3604cd64765cb6dfb0b7160ce1b829666d3194,2021-07-09,"server check Host header, to meet RFC 7230 5.4 requirement"
7,C_kwDOAZ7xs9oAKGVkMzYwNGNkNjQ3NjVjYjZkZmIwYjcxNjBjZTFiODI5NjY2ZDMxOTQ,wwwzbwcom,Paolo Insogna,"http: server check Host header, to meet RFC 7230 5.4 requirement

PR-URL: https://github.com/nodejs/node/pull/45597
Fixes: https://github.com/nodejs/node/issues/39033
Co-authored-by: Luigi Pinca <luigipinca@gmail.com>
Co-authored-by: mscdex <mscdex@users.noreply.github.com>
Reviewed-By: Robert Nagy <ronagy@icloud.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/ed3604cd64765cb6dfb0b7160ce1b829666d3194,2021-07-09,"PR-URL: Fixes: Co-authored-by: Luigi Pinca <luigipinca@gmail.com>
Co-authored-by: mscdex <mscdex@users.noreply.github.com>
Reviewed-By: Robert Nagy <ronagy@icloud.com>
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>"
8,C_kwDOAZ7xs9oAKDQyYzhmMDk5ZmYyZGM2YWY2OWNkOTUwM2Y3YWIwM2VhMmRhNzJiMjA,Rich Trott,Node.js GitHub Bot,"http: add JSDoc property descriptions

PR-URL: https://github.com/nodejs/node/pull/45370
Reviewed-By: Akhil Marsonya <akhil.marsonya27@gmail.com>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Jacob Smith <jacob@frende.me>",https://api.github.com/repos/nodejs/node/git/commits/42c8f099ff2dc6af69cd9503f7ab03ea2da72b20,2022-11-08,add JSDoc property descriptions
8,C_kwDOAZ7xs9oAKDQyYzhmMDk5ZmYyZGM2YWY2OWNkOTUwM2Y3YWIwM2VhMmRhNzJiMjA,Rich Trott,Node.js GitHub Bot,"http: add JSDoc property descriptions

PR-URL: https://github.com/nodejs/node/pull/45370
Reviewed-By: Akhil Marsonya <akhil.marsonya27@gmail.com>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Jacob Smith <jacob@frende.me>",https://api.github.com/repos/nodejs/node/git/commits/42c8f099ff2dc6af69cd9503f7ab03ea2da72b20,2022-11-08,"PR-URL: Reviewed-By: Akhil Marsonya <akhil.marsonya27@gmail.com>
Reviewed-By: Yagiz Nizipli <yagiz@nizipli.com>
Reviewed-By: Jacob Smith <jacob@frende.me>"
9,C_kwDOAZ7xs9oAKDIwZTM3MmMyNDJkMTUwZDY3OTViOGY0NzA5YTczNTYyNWFiOGQ5NmY,theanarkh,GitHub,"http: make idle http parser count configurable

PR-URL: https://github.com/nodejs/node/pull/43974
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Feng Yu <F3n67u@outlook.com>",https://api.github.com/repos/nodejs/node/git/commits/20e372c242d150d6795b8f4709a735625ab8d96f,2022-07-29,make idle parser count configurable
9,C_kwDOAZ7xs9oAKDIwZTM3MmMyNDJkMTUwZDY3OTViOGY0NzA5YTczNTYyNWFiOGQ5NmY,theanarkh,GitHub,"http: make idle http parser count configurable

PR-URL: https://github.com/nodejs/node/pull/43974
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Feng Yu <F3n67u@outlook.com>",https://api.github.com/repos/nodejs/node/git/commits/20e372c242d150d6795b8f4709a735625ab8d96f,2022-07-29,"PR-URL: Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Feng Yu <F3n67u@outlook.com>"
10,C_kwDOAZ7xs9oAKDA2ZDg2MDY5NjAzM2I2N2E4ZjRhYTk3YjA4MzAwOWFkM2Q4MmVmMjY,Antoine du Hamel,GitHub,"lib: use null-prototype objects for property descriptors

Refs: https://github.com/nodejs/node/pull/42921

PR-URL: https://github.com/nodejs/node/pull/43270
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Chengzhong Wu <legendecas@gmail.com>
Reviewed-By: Minwoo Jung <nodecorelab@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/06d860696033b67a8f4aa97b083009ad3d82ef26,2022-06-03,lib: use null-prototype objects for property descriptors
10,C_kwDOAZ7xs9oAKDA2ZDg2MDY5NjAzM2I2N2E4ZjRhYTk3YjA4MzAwOWFkM2Q4MmVmMjY,Antoine du Hamel,GitHub,"lib: use null-prototype objects for property descriptors

Refs: https://github.com/nodejs/node/pull/42921

PR-URL: https://github.com/nodejs/node/pull/43270
Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Chengzhong Wu <legendecas@gmail.com>
Reviewed-By: Minwoo Jung <nodecorelab@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/06d860696033b67a8f4aa97b083009ad3d82ef26,2022-06-03,"Refs: 
PR-URL: Reviewed-By: Paolo Insogna <paolo@cowtech.it>
Reviewed-By: Matteo Collina <matteo.collina@gmail.com>
Reviewed-By: Chengzhong Wu <legendecas@gmail.com>
Reviewed-By: Minwoo Jung <nodecorelab@gmail.com>"
11,C_kwDOAZ7xs9oAKDFlOGIyOTZjNThiNzdkM2I3YjQ2ZDQ1YzdlZjNlNDQ5ODFjNWMzZTc,Rich Trott,GitHub,"lib,test,tools: use consistent JSDoc types

This could be in preparation of implementing the jsdoc/check-types
ESLint rule.

PR-URL: https://github.com/nodejs/node/pull/40989
Reviewed-By: Michaël Zasso <targos@protonmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Antoine du Hamel <duhamelantoine1995@gmail.com>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Mohammed Keyvanzadeh <mohammadkeyvanzade94@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>",https://api.github.com/repos/nodejs/node/git/commits/1e8b296c58b77d3b7b46d45c7ef3e44981c5c3e7,2021-11-29,"lib,test,tools: use consistent JSDoc types"
11,C_kwDOAZ7xs9oAKDFlOGIyOTZjNThiNzdkM2I3YjQ2ZDQ1YzdlZjNlNDQ5ODFjNWMzZTc,Rich Trott,GitHub,"lib,test,tools: use consistent JSDoc types

This could be in preparation of implementing the jsdoc/check-types
ESLint rule.

PR-URL: https://github.com/nodejs/node/pull/40989
Reviewed-By: Michaël Zasso <targos@protonmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Antoine du Hamel <duhamelantoine1995@gmail.com>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Mohammed Keyvanzadeh <mohammadkeyvanzade94@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>",https://api.github.com/repos/nodejs/node/git/commits/1e8b296c58b77d3b7b46d45c7ef3e44981c5c3e7,2021-11-29,"This could be in preparation of implementing the jsdoc/check-types
ESLint rule"
11,C_kwDOAZ7xs9oAKDFlOGIyOTZjNThiNzdkM2I3YjQ2ZDQ1YzdlZjNlNDQ5ODFjNWMzZTc,Rich Trott,GitHub,"lib,test,tools: use consistent JSDoc types

This could be in preparation of implementing the jsdoc/check-types
ESLint rule.

PR-URL: https://github.com/nodejs/node/pull/40989
Reviewed-By: Michaël Zasso <targos@protonmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Antoine du Hamel <duhamelantoine1995@gmail.com>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Mohammed Keyvanzadeh <mohammadkeyvanzade94@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>",https://api.github.com/repos/nodejs/node/git/commits/1e8b296c58b77d3b7b46d45c7ef3e44981c5c3e7,2021-11-29,"PR-URL: Reviewed-By: Michaël Zasso <targos@protonmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Antoine du Hamel <duhamelantoine1995@gmail.com>
Reviewed-By: Tobias Nießen <tniessen@tnie.de>
Reviewed-By: Mohammed Keyvanzadeh <mohammadkeyvanzade94@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>"
12,MDY6Q29tbWl0MjcxOTM3Nzk6ZDMxNjJkYThkZGM0N2I3ZTJhYzA4ZDdlMjAwNmVhNTJhMjI0NmYxOQ==,Voltrex,Michaël Zasso,"typings: add JSDoc typings for http

PR-URL: https://github.com/nodejs/node/pull/38191
Reviewed-By: Bradley Farias <bradley.meck@gmail.com>
Reviewed-By: Michaël Zasso <targos@protonmail.com>",https://api.github.com/repos/nodejs/node/git/commits/d3162da8ddc47b7e2ac08d7e2006ea52a2246f19,2021-04-10,typings: add JSDoc typings for 
12,MDY6Q29tbWl0MjcxOTM3Nzk6ZDMxNjJkYThkZGM0N2I3ZTJhYzA4ZDdlMjAwNmVhNTJhMjI0NmYxOQ==,Voltrex,Michaël Zasso,"typings: add JSDoc typings for http

PR-URL: https://github.com/nodejs/node/pull/38191
Reviewed-By: Bradley Farias <bradley.meck@gmail.com>
Reviewed-By: Michaël Zasso <targos@protonmail.com>",https://api.github.com/repos/nodejs/node/git/commits/d3162da8ddc47b7e2ac08d7e2006ea52a2246f19,2021-04-10,"PR-URL: Reviewed-By: Bradley Farias <bradley.meck@gmail.com>
Reviewed-By: Michaël Zasso <targos@protonmail.com>"
13,MDY6Q29tbWl0MjcxOTM3Nzk6OGNmNWFlMDdlOWU4MDc0N2MxOWUwZmMwNGZhZDQ4NDIzNzA3ZjYyYw==,Antoine du Hamel,Antoine du Hamel,"http: refactor to use more primordials

PR-URL: https://github.com/nodejs/node/pull/36194
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Rich Trott <rtrott@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/8cf5ae07e9e80747c19e0fc04fad48423707f62c,2020-11-17,refactor to use more primordials
13,MDY6Q29tbWl0MjcxOTM3Nzk6OGNmNWFlMDdlOWU4MDc0N2MxOWUwZmMwNGZhZDQ4NDIzNzA3ZjYyYw==,Antoine du Hamel,Antoine du Hamel,"http: refactor to use more primordials

PR-URL: https://github.com/nodejs/node/pull/36194
Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Rich Trott <rtrott@gmail.com>",https://api.github.com/repos/nodejs/node/git/commits/8cf5ae07e9e80747c19e0fc04fad48423707f62c,2020-11-17,"PR-URL: Reviewed-By: James M Snell <jasnell@gmail.com>
Reviewed-By: Rich Trott <rtrott@gmail.com>"
14,MDY6Q29tbWl0MjcxOTM3Nzk6ZTMwYTY1MTkzNzkyZDc2ZTIwNGU0NTU4YTQwNGI3ZTlkNWExMmY0MQ==,Osher,Ruben Bridgewater,"http: tidy up exposure of header validation

PR-URL: https://github.com/nodejs/node/pull/33371
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Benjamin Gruenbaum <benjamingr@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>",https://api.github.com/repos/nodejs/node/git/commits/e30a65193792d76e204e4558a404b7e9d5a12f41,2020-05-12,tidy up exposure of header validation
14,MDY6Q29tbWl0MjcxOTM3Nzk6ZTMwYTY1MTkzNzkyZDc2ZTIwNGU0NTU4YTQwNGI3ZTlkNWExMmY0MQ==,Osher,Ruben Bridgewater,"http: tidy up exposure of header validation

PR-URL: https://github.com/nodejs/node/pull/33371
Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Benjamin Gruenbaum <benjamingr@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>",https://api.github.com/repos/nodejs/node/git/commits/e30a65193792d76e204e4558a404b7e9d5a12f41,2020-05-12,"PR-URL: Reviewed-By: Anna Henningsen <anna@addaleax.net>
Reviewed-By: Benjamin Gruenbaum <benjamingr@gmail.com>
Reviewed-By: Luigi Pinca <luigipinca@gmail.com>
Reviewed-By: Ruben Bridgewater <ruben@bridgewater.de>"
15,MDY6Q29tbWl0MjcxOTM3Nzk6OTZmYWVhMTM3ZTdkNTkxY2FiNWZhMTVmNGM1ZmQ3Y2IyOGRhMzVlZQ==,osher,Anna Henningsen,"http: expose http.validate-header-name/value

The use-case is for any framework that provides user mw a response
replacement, that collects the desired response state, and applies them
only on conclusion. As such a framework, I'd want to validate the
header names and values as soon as the user-code provides them.
This - to eliminate errors on response-send time, and provide developer
stack trace that contains the line that submits the offending values.

PR-URL: https://github.com/nodejs/node/pull/33119
Reviewed-By: Anna Henningsen <anna@addaleax.net>",https://api.github.com/repos/nodejs/node/git/commits/96faea137e7d591cab5fa15f4c5fd7cb28da35ee,2020-04-28,expose 
